"","date","price","simple","cc"
"196",196,10,0,0
"197",197,10,0,0
"198",198,10,0,0
"199",199,10,0,0
"200",200,10,0,0
"201",201,10,0,0
"202",202,10,0,0
"203",203,10,0,0
"204",204,10,0,0
"205",205,10,0,0
"206",206,10,0,0
"207",207,10,0,0
"208",208,10,0,0
"209",209,10,0,0
"210",210,10,0,0
"211",211,10,0,0
"212",212,10,0,0
"213",213,10,0,0
"214",214,10,0,0
"215",215,10,0,0
"216",216,10,0,0
"217",217,10,0,0
"218",218,10,0,0
"219",219,10,0,0
"220",220,10,0,0
"221",221,10,0,0
"222",222,10,0,0
"223",223,10,0,0
"224",224,10,0,0
"225",225,10,0,0
"226",226,10,0,0
"227",227,10,0,0
"228",228,10,0,0
"229",229,10,0,0
"230",230,10,0,0
"231",231,10,0,0
"232",232,10,0,0
"233",233,10,0,0
"234",234,10,0,0
"235",235,10,0,0
"236",236,10,0,0
"237",237,10,0,0
"238",238,10,0,0
"239",239,10,0,0
"240",240,10,0,0
"241",241,10,0,0
"242",242,10,0,0
"243",243,10,0,0
"244",244,10,0,0
"245",245,10,0,0
"246",246,10,0,0
"247",247,10,0,0
"248",248,10,0,0
"249",249,10,0,0
"250",250,10,0,0
"251",251,10,0,0
"252",252,10,0,0
"253",253,10,0,0
"254",254,10,0,0
"255",255,10,0,0
"256",256,10,0,0
"257",257,10,0,0
"258",258,10,0,0
"259",259,10,0,0
"260",260,10,0,0
"261",261,10,0,0
"262",262,10,0,0
"263",263,10,0,0
"264",264,10,0,0
"265",265,10,0,0
"266",266,10,0,0
"267",267,10,0,0
"268",268,10,0,0
"269",269,10,0,0
"270",270,10,0,0
"271",271,10,0,0
"272",272,10,0,0
"273",273,10,0,0
"274",274,10,0,0
"275",275,10,0,0
"276",276,10,0,0
"277",277,10,0,0
"278",278,10,0,0
"279",279,10,0,0
"280",280,10,0,0
"281",281,10,0,0
"282",282,10,0,0
"283",283,10,0,0
"284",284,10,0,0
"285",285,10,0,0
"286",286,10,0,0
"287",287,10,0,0
"288",288,10,0,0
"289",289,10,0,0
"290",290,10,0,0
"291",291,10,0,0
"292",292,10,0,0
"293",293,10,0,0
"294",294,10,0,0
"295",295,10,0,0
"296",296,10,0,0
"297",297,10,0,0
"298",298,10,0,0
"299",299,10,0,0
"300",300,10,0,0
"301",301,10,0,0
"302",302,10,0,0
"303",303,10,0,0
"304",304,10,0,0
"305",305,10,0,0
"306",306,10,0,0
"307",307,10,0,0
"308",308,10,0,0
"309",309,10,0,0
"310",310,10,0,0
"311",311,10,0,0
"312",312,10,0,0
"313",313,10,0,0
"314",314,10,0,0
"315",315,10,0,0
"316",316,10,0,0
"317",317,10,0,0
"318",318,10,0,0
"319",319,10,0,0
"320",320,10,0,0
"321",321,10,0,0
"322",322,10,0,0
"323",323,10,0,0
"324",324,10,0,0
"325",325,10,0,0
"326",326,10,0,0
"327",327,10,0,0
"328",328,10,0,0
"329",329,10,0,0
"330",330,10,0,0
"331",331,10,0,0
"332",332,10,0,0
"333",333,10,0,0
"334",334,10,0,0
"335",335,10,0,0
"336",336,10,0,0
"337",337,10,0,0
"338",338,10,0,0
"339",339,10,0,0
"340",340,10,0,0
"341",341,10,0,0
"342",342,10,0,0
"343",343,10,0,0
"344",344,10,0,0
"345",345,10,0,0
"346",346,10,0,0
"347",347,10,0,0
"348",348,10,0,0
"349",349,10,0,0
"350",350,10,0,0
"351",351,10,0,0
"352",352,10,0,0
"353",353,10,0,0
"354",354,10,0,0
"355",355,10,0,0
"356",356,10,0,0
"357",357,10,0,0
"358",358,10,0,0
"359",359,10,0,0
"360",360,10,0,0
"361",361,10,0,0
"362",362,10,0,0
"363",363,10,0,0
"364",364,10,0,0
"365",365,10,0,0
"366",366,10,0,0
"367",367,10,0,0
"368",368,10,0,0
"369",369,10,0,0
"370",370,10,0,0
"371",371,10,0,0
"372",372,10,0,0
"373",373,10,0,0
"374",374,10,0,0
"375",375,10,0,0
"376",376,10,0,0
"377",377,10,0,0
"378",378,10,0,0
"379",379,10,0,0
"380",380,10,0,0
"381",381,10,0,0
"382",382,10,0,0
"383",383,10,0,0
"384",384,10,0,0
"385",385,10,0,0
"386",386,10,0,0
"387",387,10,0,0
"388",388,10,0,0
"389",389,10,0,0
"390",390,10,0,0
"391",391,10,0,0
"392",392,10,0,0
"393",393,10,0,0
"394",394,10,0,0
"395",395,10,0,0
"396",396,10,0,0
"397",397,10,0,0
"398",398,10,0,0
"399",399,10,0,0
"400",400,10,0,0
"401",401,10,0,0
"402",402,10,0,0
"403",403,10,0,0
"404",404,10,0,0
"405",405,10,0,0
"406",406,10,0,0
"407",407,10,0,0
"408",408,10,0,0
"409",409,10,0,0
"410",410,10,0,0
"411",411,10,0,0
"412",412,10,0,0
"413",413,10,0,0
"414",414,10,0,0
"415",415,10,0,0
"416",416,10,0,0
"417",417,10,0,0
"418",418,10,0,0
"419",419,10,0,0
"420",420,10,0,0
"421",421,10,0,0
"422",422,10,0,0
"423",423,10,0,0
"424",424,10,0,0
"425",425,10,0,0
"426",426,10,0,0
"427",427,10,0,0
"428",428,10,0,0
"429",429,10,0,0
"430",430,10,0,0
"431",431,10,0,0
"432",432,10,0,0
"433",433,10,0,0
"434",434,10,0,0
"435",435,10,0,0
"436",436,10,0,0
"437",437,10,0,0
"438",438,10,0,0
"439",439,10,0,0
"440",440,10,0,0
"441",441,10,0,0
"442",442,10,0,0
"443",443,10,0,0
"444",444,10,0,0
"445",445,10,0,0
"446",446,10,0,0
"447",447,10,0,0
"448",448,10,0,0
"449",449,10,0,0
"450",450,10,0,0
"451",451,10,0,0
"452",452,10,0,0
"453",453,10,0,0
"454",454,10,0,0
"455",455,10,0,0
"456",456,10,0,0
"457",457,10,0,0
"458",458,10,0,0
"459",459,10,0,0
"460",460,10,0,0
"461",461,10,0,0
"462",462,10,0,0
"463",463,10,0,0
"464",464,10,0,0
"465",465,10,0,0
"466",466,10,0,0
"467",467,10,0,0
"468",468,10,0,0
"469",469,10,0,0
"470",470,10,0,0
"471",471,10,0,0
"472",472,10,0,0
"473",473,10,0,0
"474",474,10,0,0
"475",475,10,0,0
"476",476,10,0,0
"477",477,10,0,0
"478",478,10,0,0
"479",479,10,0,0
"480",480,10,0,0
"481",481,10,0,0
"482",482,10,0,0
"483",483,10,0,0
"484",484,10,0,0
"485",485,10,0,0
"486",486,10,0,0
"487",487,10,0,0
"488",488,10,0,0
"489",489,10,0,0
"490",490,10,0,0
"491",491,10,0,0
"492",492,10,0,0
"493",493,10,0,0
"494",494,10,0,0
"495",495,10,0,0
"496",496,10,0,0
"497",497,10,0,0
"498",498,10,0,0
"499",499,10,0,0
"500",500,9.99515458776771,-0.000484541223229606,-0.000484658651262126
"501",501,10.00588442074,0.00107350345391044,0.00107292766111788
"502",502,10.0017364096933,-0.000414557161796725,-0.000414643114372559
"503",503,9.99484256520454,-0.000689264764275221,-0.000689502416442611
"504",504,10.0019080492053,0.000706912985835917,0.000706663240543026
"505",505,9.99599490501357,-0.000591201614993486,-0.000591376443577651
"506",506,9.98255403391226,-0.00134462564547433,-0.00134553046572483
"507",507,9.99293574751372,0.00103998571569952,0.00103944530520206
"508",508,9.98030890265387,-0.00126357710875868,-0.00126437609543872
"509",509,9.96452407429891,-0.00158159717388728,-0.00158284921902574
"510",510,9.97922692976645,0.00147552009086582,0.00147443258072721
"511",511,9.97980671821285,0.0000580995352126301,0.0000580978474999938
"512",512,9.98651478503498,0.000672164001921827,0.000671938200877076
"513",513,9.97822632149163,-0.000829965580761094,-0.000830310192884376
"514",514,9.96521625679378,-0.00130384542088757,-0.00130469616690299
"515",515,9.99700668935544,0.00319013975637406,0.00318506205672309
"516",516,9.99405213619782,-0.000295543781197116,-0.000295587462867175
"517",517,9.96754745838339,-0.00265204518179563,-0.0026555680835938
"518",518,9.97909197029021,0.00115820987610182,0.00115753966848731
"519",519,9.99301929197767,0.00139565019832699,0.00139467718380892
"520",520,9.9837046492628,-0.000932114953720364,-0.000932549643005043
"521",521,9.98019334661327,-0.000351703377942658,-0.000351765240080848
"522",522,9.98795185146691,0.000777390235257247,0.000777088223978595
"523",523,9.98307766349268,-0.000488006755210213,-0.000488125869260614
"524",524,9.98313678556141,0.00000592222866768743,0.00000592221113127067
"525",525,9.9867489481821,0.000361826417716093,0.000361760974323388
"526",526,9.97714858752967,-0.000961309901975627,-0.000961772256673932
"527",527,9.97729933566041,0.0000151093400508895,0.0000151092259059737
"528",528,10.0021700280238,0.00249272789426103,0.00248962620146509
"529",529,9.99191962267058,-0.00102481814691302,-0.00102534363207862
"530",530,9.97418253673641,-0.00177514297592263,-0.00177672040927135
"531",531,9.98869514309858,0.00145501712132456,0.00145395960958705
"532",532,10.0082936031039,0.00196206408590549,0.00196014175225079
"533",533,9.98875383326855,-0.00195235777548586,-0.0019542661101668
"534",534,9.97059237703797,-0.00181819039028563,-0.0018198453047038
"535",535,9.96734861696382,-0.000325332733651096,-0.000325385665825628
"536",536,9.9813516648633,0.00140489195648685,0.00140390601909779
"537",537,9.97147971323923,-0.00098903955651819,-0.000989528978872389
"538",538,9.98998926425718,0.00185624917767968,0.00185452847621281
"539",539,10.0067016725136,0.00167291553718218,0.0016715177726625
"540",540,10.0053496758812,-0.000135109117537224,-0.0001351182455962
"541",541,9.97960428620002,-0.0025731624096309,-0.00257647868211741
"542",542,9.97054951078315,-0.000907328102115468,-0.000907739973411648
"543",543,9.98340051666252,0.00128889645103891,0.00128806653704716
"544",544,9.97553026338843,-0.000788333920986872,-0.000788644819577744
"545",545,9.9576032538036,-0.00179709841096143,-0.001798715129536
"546",546,9.98668060323732,0.0029201152820193,0.00291586002726607
"547",547,10.0044011240374,0.00177441549441104,0.00177284307904158
"548",548,9.97865669561684,-0.00257331029627872,-0.00257662695029426
"549",549,10.0141552510103,0.00355744830955218,0.00355113555741093
"550",550,9.98136708259514,-0.00327418215448749,-0.00327955401772195
"551",551,9.98411678513778,0.000275483560506773,0.000275445621878312
"552",552,9.97393523819076,-0.00101977442433088,-0.00102029474804111
"553",553,9.96745161585955,-0.000650056590140169,-0.000650267968535623
"554",554,9.97406186275766,0.000663183244109522,0.000662963435278829
"555",555,9.98566800904938,0.001163632876096,0.00116295638010522
"556",556,9.98291250026333,-0.000275946364685309,-0.000275984444888966
"557",557,9.99054951272551,0.000765008454394867,0.000764715984578945
"558",558,10.0058884563372,0.00153534533732591,0.00153416789970162
"559",559,10.0033621456236,-0.000252482398199083,-0.000252514277245819
"560",560,9.99701871644945,-0.00063412971377419,-0.000634330859060395
"561",561,9.98965199896049,-0.000736891437127296,-0.000737163075075653
"562",562,9.98450886805459,-0.000514845853132995,-0.000514978431766178
"563",563,10.0004379853355,0.00159538315718577,0.00159411188540748
"564",564,9.98945122632556,-0.00109862778270342,-0.00109923171657877
"565",565,9.99477151530003,0.000532590715338399,0.000532448939240204
"566",566,9.99587996433456,0.000110902888859288,0.00011089673958864
"567",567,9.996744495171,0.0000864887173037676,0.0000864849773702936
"568",568,9.99787355358993,0.000112942610414057,0.000112936232877558
"569",569,9.99817036732641,0.0000296876865757412,0.0000296872459051301
"570",570,9.99994030445754,0.000177026102386346,0.000177010435114866
"571",571,10.0019260549395,0.000198576233609193,0.000198556519958704
"572",572,10.0027439068052,0.0000817694373254074,0.0000817660943872589
"573",573,10.0029001553544,0.0000156205687775746,0.0000156204467778309
"574",574,10.0032362672895,0.0000336014485706748,0.0000336008840546853
"575",575,10.0045025255137,0.000126584856181111,0.000126576844994286
"576",576,10.0048327172072,0.0000330043090710497,0.0000330037644409309
"577",577,10.0057058963874,0.0000872757401284563,0.0000872719318225634
"578",578,10.0063300097885,0.0000623757491515775,0.0000623738038654231
"579",579,10.0059577277962,-0.0000372046486527555,-0.0000372053407629025
"580",580,10.0055348942512,-0.000042258178227117,-0.0000422590711290916
"581",581,10.0047943189085,-0.0000740165668798864,-0.0000740193062411798
"582",582,10.0040147544718,-0.0000779190867730151,-0.0000779221226228088
"583",583,10.0042911043649,0.0000276238989835864,0.0000276235174507811
"584",584,10.0032376992854,-0.000105295324625554,-0.000105300868567415
"585",585,10.0024861449878,-0.0000751311045664727,-0.0000751339270492757
"586",586,10.0015616546224,-0.000092426058081907,-0.0000924303296332418
"587",587,10.000336699522,-0.000122476383455195,-0.000122483884299918
"588",588,10.0003077177392,-0.00000289808069975361,-0.0000028980848991722
"589",589,10.0013243309904,0.000101658196916876,0.00010165303007259
"590",590,10.0094520999745,0.000812669274093514,0.000812339237214132
"591",591,10.004224382403,-0.00052227809467309,-0.000522414529383841
"592",592,10.0057861633393,0.000156112145890175,0.000156099961657219
"593",593,10.0027083621707,-0.000307602133238216,-0.000307649452478298
"594",594,10.0083969335329,0.000568703110814361,0.000568541460484795
"595",595,10.0005096403654,-0.000788067581634855,-0.000788378270131229
"596",596,9.99104888114698,-0.000946027708451647,-0.000946475475086306
"597",597,9.99686780972496,0.000582414183655899,0.000582244646339269
"598",598,10.0005044322047,0.000363776189602261,0.000363710039086307
"599",599,9.99709391836158,-0.000341034181453259,-0.000341092346834326
"600",600,9.99323300469455,-0.000386203600623025,-0.000386278196440326
